Date,Close/Last,Volume,Open,High,Low
10/12/2021,$292.88,17974140,$295.34,$295.44,$292.35
10/11/2021,$294.23,19298630,$292.92,$297.97,$292.745
10/08/2021,$294.85,17685700,$296.219,$296.6409,$293.76
10/07/2021,$294.85,20430470,$295.175,$296.64,$293.92
10/06/2021,$293.11,28002560,$285.78,$293.63,$285.5093
10/05/2021,$288.76,24993020,$284.0464,$290.398,$284.0464
10/04/2021,$283.11,31350750,$287.4,$287.75,$280.25
10/01/2021,$289.1,30086280,$282.122,$289.98,$281.29
09/30/2021,$281.92,32343640,$285.71,$287.83,$281.62
09/29/2021,$284,26353700,$285.1,$286.77,$283.01
09/28/2021,$283.52,43186240,$289.795,$290.78,$282.75
09/27/2021,$294.17,23571740,$296.14,$296.47,$292.9449
09/24/2021,$299.35,14998980,$298.23,$299.8,$296.93
09/23/2021,$299.56,18604600,$298.845,$300.9,$297.5339
09/22/2021,$298.58,26626340,$296.725,$300.22,$294.51
09/21/2021,$294.8,22364100,$295.69,$297.54,$294.07
09/20/2021,$294.3,38278660,$296.33,$298.72,$289.52
09/17/2021,$299.87,41372460,$304.17,$304.5,$299.53
09/16/2021,$305.22,19550820,$303.76,$305.31,$300.76
09/15/2021,$304.82,28356300,$303.26,$305.32,$301.82
09/14/2021,$299.79,21853430,$299.56,$301.39,$298.1
09/13/2021,$296.99,23652950,$297.55,$298.54,$294.08
09/10/2021,$295.71,19633360,$298.415,$299.92,$295.38
09/09/2021,$297.25,19927000,$300.82,$302.14,$297
09/08/2021,$300.21,15046820,$299.78,$300.61,$297.4651
09/07/2021,$300.18,17184080,$301.005,$301.09,$298.2
09/03/2021,$301.14,14751610,$300.99,$302.6,$300.26
09/02/2021,$301.15,16290550,$302.2,$303.3602,$300.18
09/01/2021,$301.83,18983830,$302.865,$305.19,$301.49
08/31/2021,$301.88,26285340,$304.42,$304.5,$301.5
08/30/2021,$303.59,16348070,$301.115,$304.22,$301.06
08/27/2021,$299.72,22605730,$298.987,$300.87,$296.83
08/26/2021,$299.09,17666080,$300.99,$302.429,$298.95
08/25/2021,$302.01,20006060,$304.3,$304.59,$300.42
